0	1	2	3	4
5.7	2.8	3.125574501318641	1.1461479064731133	1
6.3	3.3	0.720238753064484	1.9450203995211708	2
5.8	2.7	4.278403232250903	0.2545129955262129	2
7.1	3.0	2.7242595380635373	1.8247249155073655	2
6.3	2.9	0.7043757422972904	1.3478001808983382	2
6.5	3.0	3.1107921439571977	1.7568884390179782	2
7.6	3.0	1.9569841552445515	1.1410249842261957	2
4.9	2.5	0.7907588696552877	0.3754244556044852	2
7.3	2.9	0.4992004754150377	1.653225563861281	2
6.7	2.5	1.153614732611095	1.0657522397994774	2
7.2	3.6	2.6204905762441237	0.8655947736378661	2
6.5	3.2	3.273239994507041	0.5275570585600395	2
6.4	2.7	0.4631096475859209	1.7364394066137507	2
6.8	3.0	3.9365182327403088	0.8814444687443236	2
5.7	2.5	0.5087240548169103	1.0803830313342617	2
5.8	2.8	0.8955552616349916	1.4602611787321191	2
6.4	3.2	3.780604279434276	1.900374605398563	2
6.5	3.0	4.86895020925769	1.1224137322118355	2
7.7	3.8	6.587027018988585	0.3887667554857373	2
7.7	2.6	4.50505795983838	1.3598919111031553	2
6.0	2.2	2.388681765031877	0.7338992504922888	2
6.9	3.2	0.5003890628444684	1.2601878942078661	2
5.6	2.8	2.7388588940166563	1.3990412395810963	2
7.7	2.8	1.2137065370379312	0.49162232780826143	2
6.3	2.7	2.520570096308981	0.33592886205566436	2
6.7	3.3	3.470901848926032	0.23222461037193826	2
7.2	3.2	4.999274940735625	0.49330665456489664	2
6.2	2.8	1.5540027948295032	0.01845007091926363	2
6.1	3.0	4.845424257266562	1.132847501093248	2
6.4	2.8	5.571721455819642	0.6198618409614592	2
7.2	3.0	4.791674752750821	0.29965847152303643	2
7.4	2.8	4.2343305270936185	0.18104729929552707	2
7.9	3.8	4.695486707820651	0.5675116149305093	2
6.4	2.8	4.90150533490611	0.4728336450875296	2
6.3	2.8	4.852701756563235	0.4284056008663535	2
6.1	2.6	4.772672388946287	0.6599738004575506	2
7.7	3.0	3.9097257026510714	1.2638426885033385	2
6.3	3.4	0.4115909544008449	2.028271477379284	2
6.4	3.1	3.4286159286271127	1.779317461411496	2
6.0	3.0	1.695426680570489	0.08796255521283243	2
6.9	3.1	0.8898045654112005	0.4874483280159443	2
6.7	3.1	5.001730644775443	1.5439474253957644	2
6.9	3.1	4.206941454154065	0.3713730946508564	2
5.8	2.7	2.68585596164945	1.6532771974011027	2
6.8	3.2	2.734350611306078	0.5000255805015597	2
6.7	3.3	2.789017342324616	1.8543875972086223	2
6.7	3.0	1.3557441025411505	1.5019471804315325	2
6.3	2.5	2.0131896156657367	1.5178824718587962	2
6.5	3.0	2.270683374580556	0.062495124530523194	2
6.2	3.4	0.08130312494119825	0.5280202661119939	2
5.9	3.0	4.55382000370145	1.2683294984168265	2
